id	source	abbreviation	unit	concept_id_omop_grouped	concept_name
92539	LABfi_TMP	-inabrsv	NA	3043924	NA
9254	LABfi_TMP	s-kapsd	SD yks	NA	NA
92540	LABfi_TMP	ts-tupa15	Lausunto	NA	NA
92541	LABfi_TMP	-tupa15	Lausunto	NA	NA
92542	LABfi_TMP	ts-idh1/2d	Lausunto	NA	NA
92543	LABfi_TMP	b-lysogl3	Lausunto	NA	NA
92544	LABfi_TMP	b-asyykar	Lausunto	NA	NA
92545	LABfi_TMP	b-lysogl1	Lausunto	NA	NA
92546	LABfi_TMP	b-farma-d	Lausunto	NA	NA
92547	LABfi_TMP	s-alfgale	kU/l	43533860	Galactose-alpha-1,3-galactose (Alpha-Gal) IgE Ab [Units/volume] in Serum
92548	LABfi_TMP	s-gliade	kU/l	NA	NA
92549	LABfi_TMP	s-konalbe	kU/l	NA	NA
9255	LABfi_HUS	zb-be	NA	NA	NA
9255	LABfi_TMP	s-lamsd	SD yks	NA	NA
92550	LABfi_TMP	s-ovalbue	kU/l	NA	NA
92551	LABfi_TMP	s-ranao3e	kU/l	42528717	Cashew nut recombinant (rAna o) 3 IgE Ab [Units/volume] in Serum
92552	LABfi_TMP	s-rjugr1e	kU/l	3011841	English Walnut IgE Ab [Units/volume] in Serum
92553	LABfi_TMP	s-rjugr3e	kU/l	21494262	English walnut recombinant (rJug r) 3 IgE Ab [Units/volume] in Serum
92554	LABfi_TMP	s-keram	NA	NA	NA
92555	LABfi_TMP	s-kvriski	Lausunto	NA	NA
92556	LABfi_TMP	s-dmriski	Lausunto	NA	NA
92557	LABfi_TMP	s-mprepi	NA	NA	NA
92558	LABfi_TMP	-mprepinh	NA	NA	NA
92559	LABfi_TMP	b-myocap	lausunto	NA	NA
9256	LABfi_TMP	s-ksd/lsd	yks	NA	NA
92560	LABfi_TMP	b-mndcap	lausunto	NA	NA
92561	LABfi_TMP	b-c9orf72	lausunto	NA	NA
92562	LABfi_TMP	b-chchd10	lausunto	NA	NA
92563	LABfi_TMP	b-sekvy-d	lausunto	NA	NA
92564	LABfi_TMP	ts-mtngs	lausunto	NA	NA
92565	LABfi_TMP	-neuerik	lausunto	NA	NA
92566	LABfi_TMP	ts-sekvy-d	lausunto	NA	NA
92567	LABfi_TMP	b-kontr-d	lausunto	NA	NA
92568	LABfi_TMP	ts-kontr-d	lausunto	NA	NA
9257	LABfi_TMP	pt-t-spes	NA	NA	NA
9258	LABfi_TMP	pt-t-sens	NA	NA	NA
9259	LABfi_HUS	zb-hco3-st	NA	NA	NA
9259	LABfi_TMP	pt-p-testp	NA	NA	NA
926	LABfi_TKU	micr.faeng	NA	NA	NA
926	LABfi_TMP	notto/toik	NA	NA	NA
9260	LABfi_HUS	s-gsta	NA	NA	NA
9260	LABfi_TMP	pt-p-testn	NA	NA	NA
92600	LABfi_TMP	-generik	Lausunto	NA	NA
9261	LABfi_TMP	pt-kryop-o	NA	NA	NA
9262	LABfi_HUS	s-o4.5.12	NA	NA	NA
9262	LABfi_TMP	ly-antig-s	LAUSUNT	NA	NA
9263	LABfi_HUS	s-w-o9.12	NA	NA	NA
9263	LABfi_TMP	-	NA	NA	NA
9264	LABfi_HUS	s-w-o6.7	NA	NA	NA
9264	LABfi_TMP	vieri-inr	inr	NA	NA
9265	LABfi_HUS	s-w-h:d	NA	NA	NA
9265	LABfi_TMP	ly-lambda	%	NA	NA
9266	LABfi_HUS	s-w-h:b	NA	NA	NA
9266	LABfi_TMP	ly-lambdak	10E9/l	NA	NA
9267	LABfi_HUS	s-w-h:i	NA	NA	NA
9267	LABfi_TMP	k/l-suhde	NA	NA	NA
9268	LABfi_HUS	s-w-h:1.2	NA	NA	NA
9268	LABfi_TMP	p-ig-pos	NA	NA	NA
9269	LABfi_HUS	s-w-h:g.m	NA	NA	NA
9269	LABfi_TMP	p-ig-posk	NA	NA	NA
927	LABfi_HUS	m-homog	NA	NA	NA
927	LABfi_TMP	nopaikerik	NA	NA	NA
9270	LABfi_TMP	ly-cd4/cd8	NA	3020073	CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Specimen
9271	LABfi_HUS	e-reti-ma	NA	NA	NA
9271	LABfi_TMP	ly-cd19	%	NA	NA
9272	LABfi_TMP	ly-cd19k	10E9/l	NA	NA
9273	LABfi_HUS	s-yer3ab	NA	NA	NA
9273	LABfi_TMP	ly-cd20	%	NA	NA
9274	LABfi_HUS	s-yer9ab	NA	NA	NA
9274	LABfi_TMP	ly-cd20k	10E9/l	NA	NA
9275	LABfi_HUS	s-yerpsab	NA	NA	NA
9275	LABfi_TMP	ly-igm	%	NA	NA
9276	LABfi_HUS	päiv.lisä	NA	NA	NA
9276	LABfi_TMP	ly-igmk	10E9/l	NA	NA
9277	LABfi_TMP	ly-igd	%	NA	NA
9278	LABfi_HUS	b-fraxe-d	NA	NA	NA
9278	LABfi_TMP	ly-igdk	10E9/l	NA	NA
9279	LABfi_TMP	ly-kappa	%	NA	NA
928	LABfi_TMP	tvk+eos	NA	NA	NA
9280	LABfi_TMP	ly-kappak	10E9/l	NA	NA
9281	LABfi_HUS	b-xkompl	NA	4040033	Investigation of transfusion reaction
9281	LABfi_TMP	ly-cd2	%	NA	NA
9282	LABfi_TMP	ly-cd2k	10E9/L	NA	NA
9283	LABfi_TMP	ly-cd3	%	1175426	CD3 cells/100 lymphocytes in Blood
9284	LABfi_TMP	b-cd3	10E9/l	3011412	CD3 cells [#/volume] in Blood
9284	LABfi_TMP	ly-cd3k	10E9/l	3011412	CD3 cells [#/volume] in Blood
9285	LABfi_HUS	s-poli2ab	NA	NA	NA
9285	LABfi_TMP	ly-cd16/56	%	NA	NA
9286	LABfi_HUS	li-poli2ab	NA	NA	NA
9286	LABfi_TMP	b-cd16/56	10E9/l	NA	NA
9286	LABfi_TMP	ly-cd16k	10E9/l	NA	NA
9287	LABfi_HUS	ab-het-ion	NA	1001509	Gas and Carbon monoxide and Electrolytes panel - Arterial blood
9287	LABfi_TMP	ly-cd4	%	NA	NA
9288	LABfi_HUS	b-krofish	NA	NA	NA
9288	LABfi_TMP	b-cd4	10E9/l	NA	NA
9288	LABfi_TMP	ly-cd4k	10E9/l	NA	NA
9289	LABfi_HUS	ly-hlaiv	NA	NA	NA
9289	LABfi_TMP	ly-cd8	%	NA	NA
929	LABfi_TMP	notto/kuts	NA	NA	NA
9290	LABfi_HUS	p-hyytekk	NA	NA	NA
9290	LABfi_TMP	b-cd8	10E9/l	NA	NA
9290	LABfi_TMP	ly-cd8k	10E9/l	NA	NA
9291	LABfi_HUS	b-morfo-v	NA	NA	NA
9291	LABfi_TMP	ly-cd4/cd8	NA	NA	NA
9292	LABfi_TMP	s-kappa	g/l	NA	NA
9293	LABfi_HUS	b-trab-tu	NA	NA	NA
9293	LABfi_TMP	s-lambda	g/l	NA	NA
9294	LABfi_TMP	s-k/l	suhde	NA	NA
9295	LABfi_TMP	b-granulo	10E9/l	NA	NA
9296	LABfi_HUS	s-c-ancif	NA	3046294	Neutrophil cytoplasmic Ab.classic [Titer] in Serum
9296	LABfi_TMP	b-kemigp	mV/E9	NA	NA
9297	LABfi_HUS	s-p-ancif	NA	3043453	Neutrophil cytoplasmic Ab.perinuclear [Titer] in Serum
9297	LABfi_TMP	pt-ster-r2	NA	NA	NA
9298	LABfi_HUS	b-trab-he	NA	NA	NA
9298	LABfi_TMP	s-heli-ab	EIU	NA	NA
9299	LABfi_HUS	-urea-n	NA	NA	NA
9299	LABfi_TMP	-sc-%	%	NA	NA
93	LABfi_TMP	solut	NA	NA	NA
930	LABfi_TMP	-em-bl	NA	NA	NA
930	LABfi_TMP	ts-em-bl	NA	NA	NA
9300	LABfi_TMP	s-ebv-aba	EIU	NA	NA
9301	LABfi_TMP	s-ebeab	NA	NA	NA
9302	LABfi_TMP	s-ebeabg	EIU	NA	NA
9303	LABfi_HUS	s-kardspr	NA	NA	NA
9303	LABfi_TMP	s-ebeabm	EIU	NA	NA
9304	LABfi_HUS	s-cmvsprv	NA	NA	NA
9304	LABfi_TMP	s-ebeaba	EIU	NA	NA
9305	LABfi_HUS	s-hiv-sprv	NA	NA	NA
9305	LABfi_TMP	s-ebna-ab	NA	NA	NA
9306	LABfi_HUS	s-hbssprv	NA	NA	NA
9306	LABfi_TMP	s-ebnaab	U/ml	NA	NA
9307	LABfi_HUS	s-hcvsprv	NA	NA	NA
9307	LABfi_TMP	-accukontr	NA	NA	NA
9308	LABfi_HUS	b-sca2-d	NA	NA	NA
9308	LABfi_TMP	s-iglck-v	mg/l	NA	NA
9309	LABfi_HUS	b-sca3-d	NA	NA	NA
9309	LABfi_TMP	s-iglcl-v	mg/l	NA	NA
931	LABfi_TMP	ts-em-puol	NA	NA	NA
9310	LABfi_HUS	b-sca6-d	NA	NA	NA
9310	LABfi_TMP	s-claba	APL	NA	NA
9311	LABfi_TMP	s-cl-ab	NA	NA	NA
9312	LABfi_HUS	b-sca7-d	NA	NA	NA
9312	LABfi_TMP	s-ps-ab	NA	NA	NA
9313	LABfi_TMP	s-clabg	GPL	NA	NA
9314	LABfi_HUS	ab-hco3-st	NA	3014218	Bicarbonate [Moles/volume] standard in Arterial blood
9314	LABfi_TMP	s-clabm	MPL	NA	NA
9315	LABfi_TMP	s-psabg	SDU	NA	NA
9316	LABfi_TMP	s-psabm	SDU	NA	NA
9317	LABfi_TMP	s-c-anca	titteri	NA	NA
9318	LABfi_TMP	s-p-anca	titteri	NA	NA
9319	LABfi_HUS	s-gluk/r	NA	NA	NA
9319	LABfi_TMP	s-k/l-s-v	suhde	NA	NA
932	LABfi_TMP	tvk+neut	NA	NA	NA
9320	LABfi_TMP	s-anca-f	NA	NA	NA
9321	LABfi_HUS	s-vzvcf	NA	NA	NA
9321	LABfi_TMP	s-anat-ab	titteri	NA	NA
9322	LABfi_TMP	s-mpoab	IU	NA	NA
9323	LABfi_HUS	s-statrae	NA	NA	NA
9323	LABfi_TMP	s-pr3ab	IU	NA	NA
9324	LABfi_TMP	s-29kd-ab	NA	NA	NA
9325	LABfi_TMP	s-c4-tya1	NA	NA	NA
9326	LABfi_TMP	s-c4-tya2	NA	NA	NA
9327	LABfi_HUS	bm-kll-res	NA	NA	NA
9327	LABfi_TMP	s-c4-tyb1	NA	NA	NA
9328	LABfi_TMP	s-c4-tyb2	NA	NA	NA
9329	LABfi_TMP	ss	NA	NA	NA
933	LABfi_HUS	e-verykfe	NA	NA	NA
933	LABfi_TMP	b-tvk	NA	NA	NA
9330	LABfi_TMP	fs	NA	NA	NA
9330	LABfi_TMP	s-o4.5.12	titteri	NA	NA
9331	LABfi_TMP	s-iglc-v	NA	NA	NA
9332	LABfi_TMP	s-varapit	NA	NA	NA
93326	LABfi_TMP	u-stpnag	NA	NA	NA
9333	LABfi_TMP	s-ina-abg	EIU	NA	NA
9333	LABfi_TMP	s-w-h:d	titteri	NA	NA
9334	LABfi_HUS	s-tpo-ab	NA	NA	NA
9334	LABfi_TMP	s-ina-abm	EIU	NA	NA
9334	LABfi_TMP	s-w-h:g.m	titteri	NA	NA
9335	LABfi_HUS	s-aga-aba	NA	NA	NA
9335	LABfi_TMP	s-infbabg	EIU	NA	NA
9335	LABfi_TMP	s-w-h:i	titteri	NA	NA
9336	LABfi_HUS	s-aga-abg	NA	NA	NA
9336	LABfi_TMP	s-inb-abm	EIU	NA	NA
9336	LABfi_TMP	s-w-06.7	titteri	NA	NA
93367	LABfi_TMP	li-ly-cd3	%	NA	NA
93368	LABfi_TMP	li-ly-cd4	%	NA	NA
93369	LABfi_TMP	li-ly-cd8	%	NA	NA
9337	LABfi_TMP	s-rsvabg	EIU	NA	NA
9337	LABfi_TMP	s-w-09.12	titteri	NA	NA
93370	LABfi_TMP	li-cd4/cd8	suhde	NA	NA
93371	LABfi_TMP	li-ly-cd20	%	NA	NA
9338	LABfi_HUS	s-jo1abbl	NA	NA	NA
9338	LABfi_TMP	s-rsvabm	EIU	NA	NA
9339	LABfi_HUS	s-aitsu	NA	NA	NA
9339	LABfi_TMP	s-igessep	Arvio	NA	NA
934	LABfi_TMP	cu-tilav	ml	NA	NA
9340	LABfi_HUS	s-pilkab	NA	NA	NA
9340	LABfi_TMP	li-virva8	NA	NA	NA
9341	LABfi_HUS	b-aitla	NA	NA	NA
9341	LABfi_TMP	-rsv-ag	NA	NA	NA
9342	LABfi_HUS	s-legp1ab	NA	NA	NA
9342	LABfi_TMP	-infaag	NA	NA	NA
9343	LABfi_HUS	s-legp2ab	NA	NA	NA
9343	LABfi_TMP	-hsv-ag	NA	NA	NA
9344	LABfi_HUS	s-legp3ab	NA	NA	NA
9344	LABfi_TMP	s-ina-ab	NA	NA	NA
9345	LABfi_HUS	s-legp4ab	NA	NA	NA
9345	LABfi_TMP	s-inb-ab	NA	NA	NA
9346	LABfi_HUS	s-legp5ab	NA	NA	NA
9346	LABfi_TMP	s-rsvab	NA	NA	NA
9347	LABfi_HUS	s-legp6ab	NA	NA	NA
9347	LABfi_TMP	s-cpn-ab	NA	NA	NA
9348	LABfi_HUS	s-legp7ab	NA	NA	NA
9348	LABfi_TMP	s-virva 8	NA	NA	NA
9349	LABfi_HUS	s-legp8ab	NA	NA	NA
9349	LABfi_TMP	s-virva16	NA	NA	NA
935	LABfi_TMP	ts-pad-sts	NA	NA	NA
9350	LABfi_HUS	s-legmiab	NA	NA	NA
9350	LABfi_TMP	s-evirab	NA	NA	NA
9351	LABfi_HUS	s-leggoab	NA	NA	NA
9351	LABfi_TMP	s-coxabg	EIU	NA	NA
9352	LABfi_HUS	s-legloab	NA	NA	NA
9352	LABfi_TMP	s-evirabm	EIU	NA	NA
9353	LABfi_HUS	s-legduab	NA	NA	NA
9353	LABfi_TMP	s-eviraba	EIU	NA	NA
9354	LABfi_HUS	s-legboab	NA	NA	NA
9354	LABfi_TMP	s-igesser	Arvio	NA	NA
9355	LABfi_HUS	s-crneago	NA	NA	NA
9355	LABfi_TMP	li-evirab	NA	NA	NA
9356	LABfi_HUS	li-crneago	NA	NA	NA
9356	LABfi_TMP	li-evirabg	EIU	NA	NA
9357	LABfi_HUS	s-sentabb	NA	NA	NA
9357	LABfi_TMP	li-evirabm	EIU	NA	NA
9358	LABfi_HUS	-micfaab	NA	NA	NA
9358	LABfi_TMP	li-eviraba	EIU	NA	NA
9359	LABfi_HUS	-thevuab	NA	NA	NA
9359	LABfi_TMP	s-brucaba	NA	NA	NA
936	LABfi_TMP	ki-if	NA	NA	NA
9360	LABfi_HUS	-aspflab	NA	NA	NA
9360	LABfi_TMP	li-virva16	NA	NA	NA
9361	LABfi_HUS	s-yerseia	NA	NA	NA
9361	LABfi_TMP	s-evirabg	EIU	NA	NA
9362	LABfi_HUS	s-salmeia	NA	NA	NA
9362	LABfi_TMP	s-b/ck	NA	NA	NA
9363	LABfi_HUS	s-senuab	NA	NA	NA
9363	LABfi_TMP	s-mb/ck	NA	3016311	Creatine kinase.MB/Creatine kinase.total in Serum or Plasma
9364	LABfi_HUS	-aspfuab	NA	NA	NA
9364	LABfi_TMP	p-mb/ck	NA	NA	NA
9365	LABfi_HUS	s-ancif	NA	3043453	NA
9365	LABfi_TMP	s-ascabg	kU/l	NA	NA
9366	LABfi_HUS	s-sentabg	NA	NA	NA
9366	LABfi_TMP	s-ascaba	kU/l	NA	NA
9367	LABfi_HUS	s-nuklabg	NA	NA	NA
9367	LABfi_TMP	s-cpn-ab	NA	NA	NA
9368	LABfi_TMP	s-cpn-abm	TITTERI	NA	NA
9369	LABfi_TMP	s-cpn-abg	TITTERI	NA	NA
937	LABfi_TMP	si-pad	NA	NA	NA
9370	LABfi_HUS	s-aitma	NA	NA	NA
9370	LABfi_TMP	li-ade-abm	EIU	NA	NA
9371	LABfi_HUS	s-aitmu	NA	NA	NA
9371	LABfi_TMP	li-ade-abg	EIU	NA	NA
9372	LABfi_HUS	s-aitendo	NA	NA	NA
9372	LABfi_TKU	s-aitendo	NA	NA	NA
9372	LABfi_TMP	li-ina-abm	EIU	NA	NA
9373	LABfi_HUS	s-goodpk	NA	3032700	Glomerular basement membrane Ab [Units/volume] in Serum
9373	LABfi_TMP	li-ina-abg	EIU	NA	NA
9374	LABfi_TMP	li-inb-abm	EIU	NA	NA
9375	LABfi_HUS	s-m-komp	NA	NA	NA
9375	LABfi_TMP	li-inb-abg	EIU	NA	NA
9376	LABfi_HUS	u-m-komp	NA	NA	NA
9376	LABfi_TMP	li-rsv-abm	EIU	NA	NA
9377	LABfi_HUS	s-mpoabgk	NA	3049804	Myeloperoxidase IgG Ab [Units/volume] in Serum
9377	LABfi_TMP	li-rsv-abg	EIU	NA	NA
9378	LABfi_HUS	s-ancak	NA	3001334	Neutrophil cytoplasmic Ab [Units/volume] in Serum
9378	LABfi_TMP	li-cpn-abm	EIU	NA	NA
9379	LABfi_HUS	s-pr3abgk	NA	3052912	Proteinase 3 IgG Ab [Units/volume] in Serum
9379	LABfi_TMP	li-cpn-abg	EIU	NA	NA
938	LABfi_TMP	b-cya	NA	NA	NA
938	LABfi_TMP	pt-sterres	NA	NA	NA
9380	LABfi_HUS	s-anaab-a	NA	3029075	Extractable nuclear Ab panel - Serum
9380	LABfi_TMP	s-ade-abm	EIU	NA	NA
9381	LABfi_TMP	s-ade-abg	EIU	NA	NA
9382	LABfi_TMP	s-ina-abm	EIU	NA	NA
9383	LABfi_HUS	s-pr3ab-o	NA	NA	NA
9383	LABfi_TMP	s-ina-abg	EIU	NA	NA
9384	LABfi_HUS	s-mpoab-o	NA	NA	NA
9384	LABfi_TMP	s-inb-abm	EIU	NA	NA
9385	LABfi_TMP	s-inb-abg	EIU	NA	NA
9386	LABfi_TMP	s-rsv-abm	EIU	NA	NA
9387	LABfi_TMP	s-rsv-abg	EIU	NA	NA
9388	LABfi_TMP	s-cpn-abm	EIU	NA	NA
9389	LABfi_TMP	s-cpn-abg	EIU	NA	NA
939	LABfi_TMP	ts-onb	NA	NA	NA
9390	LABfi_TMP	pt-papa-3	NA	NA	NA
93901	LABfi_TMP	pt-papa-3j	NA	NA	NA
9391	LABfi_TMP	s-chtrabg	EIU	NA	NA
9392	LABfi_HUS	s-enaseul	NA	NA	NA
9392	LABfi_TMP	s-chlaabm	titteri	NA	NA
9393	LABfi_HUS	s-smabbl	NA	40759849	Smith extractable nuclear Ab [Presence] in Serum by Immunoblot
9393	LABfi_TMP	s-chlaaba	EIU	NA	NA
9394	LABfi_HUS	s-rnpabbl	NA	40759842	Ribonucleoprotein extractable nuclear Ab [Presence] in Serum by Immunoblot
9394	LABfi_TMP	s-hpv-ab	NA	NA	NA
9395	LABfi_HUS	s-ssaabbl	NA	40759843	Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunoblot
9395	LABfi_TMP	s-hpv-abg	EIU	NA	NA
9396	LABfi_HUS	s-ssbabbl	NA	40759844	Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum by Immunoblot
9396	LABfi_TMP	s-hpv-aba	EIU	NA	NA
9397	LABfi_HUS	s-scl70bl	NA	40759812	SCL-70 extractable nuclear Ab [Presence] in Serum by Immunoblot
9397	LABfi_TMP	neutx	ch	NA	NA
9398	LABfi_HUS	s-hisabbl	NA	40759836	Histone Ab [Presence] in Serum by Immunoblot
9398	LABfi_TMP	s-puumabm	NA	NA	NA
9399	LABfi_HUS	s-borrnho	NA	NA	NA
9399	LABfi_TMP	s-puumavi	%	NA	NA
94	LABfi_TMP	vakiointi	NA	NA	NA
940	LABfi_TMP	v-säilytys	NA	NA	NA
9400	LABfi_HUS	-tphaigg	NA	NA	NA
9400	LABfi_TMP	-ctr-pcr	NA	NA	NA
9401	LABfi_HUS	s-lephaab	NA	NA	NA
9401	LABfi_TMP	s-chpnabg	EIU	NA	NA
9402	LABfi_TMP	s-chpnabm	NA	NA	NA
9403	LABfi_TMP	s-chlacf	titteri	NA	NA
9404	LABfi_TMP	s-lemiabm	NA	NA	NA
9405	LABfi_TMP	s-lemiaba	NA	NA	NA
9406	LABfi_TMP	s-lemiabg	NA	NA	NA
9407	LABfi_HUS	iga/prealb	NA	NA	NA
9407	LABfi_TMP	s-lepnabm	NA	NA	NA
9408	LABfi_HUS	prealb	NA	3013742	Prealbumin [Mass/volume] in Serum or Plasma
9408	LABfi_TMP	s-lepnaba	NA	NA	NA
9409	LABfi_HUS	e-cmbig	NA	NA	NA
9409	LABfi_TMP	s-lepnabg	NA	NA	NA
941	LABfi_TMP	dna-kytk	NA	NA	NA
9410	LABfi_HUS	e-cmbigg	NA	NA	NA
9410	LABfi_TMP	-ctr-o	NA	NA	NA
9411	LABfi_HUS	e-cmbigm	NA	NA	NA
9411	LABfi_TMP	s-hcv-ab	NA	NA	NA
9412	LABfi_HUS	e-cmbiga	NA	NA	NA
9412	LABfi_TMP	bconfn	NA	NA	NA
9413	LABfi_HUS	e-cmbc3	NA	NA	NA
9413	LABfi_TMP	bconfp	NA	NA	NA
9414	LABfi_HUS	s-scl70el	NA	NA	NA
9414	LABfi_TMP	neuty	ch	NA	NA
9415	LABfi_HUS	s-anaabbl	NA	NA	NA
9415	LABfi_TMP	s-fytahos	% totFA	NA	NA
9416	LABfi_HUS	s-rrnpabb	NA	NA	NA
9416	LABfi_TMP	s-dmklomi	nmol/l	NA	NA
9417	LABfi_HUS	-ftaigm	NA	NA	NA
9417	LABfi_TMP	s-dmsital	nmol/l	NA	NA
9418	LABfi_HUS	-ftaigg	NA	NA	NA
9418	LABfi_TMP	s-nordoks	nmol/l	NA	NA
9419	LABfi_HUS	-tphaigm	NA	NA	NA
9419	LABfi_TMP	s-ohkarba	umol/l	NA	NA
942	LABfi_TMP	b-kysfib-2	NA	NA	NA
9420	LABfi_TMP	pt-igg4-su	NA	NA	NA
9421	LABfi_TMP	pd-prot	g/l	NA	NA
9422	LABfi_HUS	b-borecvr	NA	NA	NA
9422	LABfi_TMP	pd-xxx	mmol/l	NA	NA
9422	LABfi_TMP	s-karni-t	umol/l	NA	NA
9423	LABfi_TMP	s-karni-v	umol/l	NA	NA
9424	LABfi_TMP	du-karni-v	umol	NA	NA
9425	LABfi_TMP	du-karni-t	umol	NA	NA
9426	LABfi_HUS	-parapad	NA	NA	NA
9426	LABfi_TMP	s-dmkloba	nmol/l	NA	NA
9427	LABfi_HUS	-parao	NA	NA	NA
9427	LABfi_TMP	s-igg4-el	g/l	NA	NA
9428	LABfi_HUS	bl-parali	NA	NA	NA
9428	LABfi_TMP	s-igg-el	g/l	NA	NA
9429	LABfi_HUS	f-parali	NA	NA	NA
9429	LABfi_TMP	pt-igg4-cl	nl/s	NA	NA
943	LABfi_TMP	s-cnab	NA	3024869	Neuronal Ab [Presence] in Serum
9430	LABfi_HUS	s-amfotb	NA	NA	NA
9430	LABfi_TMP	pt-igg-cl	nl/s	NA	NA
9431	LABfi_TMP	s-adenab	titteri	3001540	Adenovirus Ab [Titer] in Serum
94311	LABfi_TMP	s-adenab	titt	NA	NA
9432	LABfi_TMP	s-infaab	titteri	3005117	Influenza virus A Ab [Titer] in Serum
94321	LABfi_TMP	s-infaab	titt	NA	NA
9433	LABfi_HUS	s-hae	NA	NA	NA
9433	LABfi_TMP	s-infbab	titteri	3002853	Influenza virus B Ab [Titer] in Serum
94331	LABfi_TMP	s-infbab	titt	NA	NA
9434	LABfi_TMP	s-pin1ab	titteri	3005172	Parainfluenza virus 1 Ab [Titer] in Serum
94341	LABfi_TMP	s-pinflab	titt	NA	NA
9435	LABfi_TMP	s-pin2-ab	TITT	NA	NA
9435	LABfi_TMP	s-pin3ab	titteri	NA	NA
94351	LABfi_TMP	s-pinf3ab	titt	NA	NA
9436	LABfi_TMP	s-pin2ab	titteri	NA	NA
94361	LABfi_TMP	s-pinf2ab	titt	NA	NA
9437	LABfi_HUS	f-bacevi	NA	NA	NA
9437	LABfi_TMP	s-rsvab	titteri	3015057	Respiratory syncytial virus Ab [Titer] in Serum
94371	LABfi_TMP	s-rsvab	titt	NA	NA
9438	LABfi_HUS	f-clpevi	NA	NA	NA
9438	LABfi_TMP	s-prna-ab	TITT	NA	NA
9439	LABfi_TMP	s-hsv-ab	TITT	NA	NA
944	LABfi_TKU	s-ibs	NA	NA	NA
944	LABfi_TMP	li-cnab	NA	NA	NA
9440	LABfi_HUS	f-ehecvtx	NA	NA	NA
9440	LABfi_TMP	s-vzvab	titteri	3014148	Varicella zoster virus Ab [Titer] in Serum
94401	LABfi_TMP	s-vzvab	titt	NA	NA
9441	LABfi_HUS	-bopevip	NA	NA	NA
9441	LABfi_TMP	s-cmv-ab	TITT	NA	NA
9442	LABfi_TMP	s-paroab	titteri	NA	NA
94421	LABfi_TMP	s-paroab	titt	NA	NA
9443	LABfi_HUS	-crypvr	NA	NA	NA
9443	LABfi_TMP	s-morbab	titteri	NA	NA
94431	LABfi_TMP	s-morbab	titt	NA	NA
9444	LABfi_TMP	s-cob4-ab	TITT	NA	NA
9444	LABfi_TMP	u-huumtof	Lausunto	NA	NA
9445	LABfi_HUS	pt-gastro	NA	NA	NA
9445	LABfi_TMP	s-lcm-ab	titteri	NA	NA
9446	LABfi_TMP	s-rotaab	titteri	NA	NA
9447	LABfi_TMP	-twar-ag	NA	NA	NA
9448	LABfi_HUS	fp-gastr17	NA	NA	NA
9448	LABfi_TMP	-rsvag	NA	NA	NA
9449	LABfi_TMP	s-hom4abe	kU/l	NA	NA
945	LABfi_TKU	hinku/mert	NA	NA	NA
945	LABfi_TMP	s-clteabg	IU/ml	NA	NA
9450	LABfi_HUS	sp-siittiö	NA	NA	NA
9450	LABfi_TMP	s-hom3abe	kU/l	NA	NA
9451	LABfi_TMP	b-lymf-s	LAUSUNTO	NA	NA
9451	LABfi_TMP	li-evirab	titt	NA	NA
9452	LABfi_TMP	b-mait-s	NA	NA	NA
9453	LABfi_TMP	pt-ster-r	lausunto	NA	NA
9454	LABfi_TMP	s-tnf	pg/ml	NA	NA
9455	LABfi_TMP	b-kemil	mV	NA	NA
9456	LABfi_TMP	li-tnf	pg/ml	NA	NA
9457	LABfi_TMP	f-tnf	pg/g	NA	NA
9458	LABfi_TMP	s-maatabe	kU/l	NA	NA
9459	LABfi_TMP	s-ch100mbl	%	NA	NA
946	LABfi_TMP	s-diftabg	NA	NA	NA
9460	LABfi_TMP	b-ets	neg/pos	NA	NA
9461	LABfi_HUS	s-adalipa	NA	NA	NA
9461	LABfi_TKU	s-adalipa	NA	NA	NA
9461	LABfi_TMP	s-pmyo-ab	titteri	NA	NA
9462	LABfi_HUS	s-inflipa	NA	NA	NA
9462	LABfi_TMP	du-7c-porf	nmol	3010239	Heptacarboxylporphyrin [Moles/time] in 24 hour Urine
9463	LABfi_TMP	du-6c-porf	nmol	3022912	Hexacarboxylporphyrin [Moles/time] in 24 hour Urine
9464	LABfi_TMP	du-5c-porf	nmol	3006203	Pentacarboxylporphyrins [Moles/time] in 24 hour Urine
9465	LABfi_TMP	b-hkr/fol	Osuus	NA	NA
9466	LABfi_TMP	b-pvk/dif	NA	NA	NA
9467	LABfi_TMP	s-pinab	titteri	NA	NA
9468	LABfi_HUS	p-fgf23	NA	NA	NA
9468	LABfi_TMP	s-estdio	nmol/l	43534046	Estradiol (E2) [Moles/volume] in Serum or Plasma by High sensitivity method
9468	LABfi_TMP	s-estdiol	nmol/l	43534046	Estradiol (E2) [Moles/volume] in Serum or Plasma by High sensitivity method
9469	LABfi_TMP	kudosvara	NA	NA	NA
947	LABfi_TMP	s-pertabg	NA	NA	NA
9470	LABfi_TMP	p-bkvnh	kopio/ml	NA	NA
9470	LABfi_TMP	p-povnho	NA	NA	NA
9471	LABfi_TMP	s-endoaba	titteri	NA	NA
9472	LABfi_TMP	s-endoabg	titteri	NA	NA
9473	LABfi_TMP	s-hivagab	NA	NA	NA
